Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)",Apple,139.95,1,Not good the phone was advertised as carrier unlocked but it was notIm not happy not good noot good,2.0
BLU Tank II T193 Unlocked GSM Dual-SIM Cell Phone with Camera and 1900 mAh Big Battery - Unlocked Cell Phones - Retail Packaging - White Blue,BLU,26.41,1,"How can I take out SIM card 1? It's too tight!What's more, the cell phone can't display Chinese in text messages",5.0
Samsung Galaxy J5 J500M 8GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 13MP Camera - White (International Version),Samsung,182.49,3,"I bought the samsumg after using Bluphone for 2 years. I do not see the advantage neither the quality over my previous phone which is half price. I think the most annoying is Android which start imposing their update and control over the phone, more and more with each version.",2.0
"Huawei P8 Lite US Version- 5 Unlocked Android 4G LTE Smartphone - Octa Core 1.5GHz, Dual SIM, Gorilla Glass, 13MP Camera - White (U.S. Warranty)",Huawei,198.99,5,Excellent for the price. Sharp pics with excellent audio.,0.0
BLU Studio 7.0 II -Unlocked Smartphone - US GSM - Grey,BLU,71.05,5,"I love this phablet. I use it for calls, surfing the internet and watching videos. The size and price are perfect.",1.0
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished),,,5,"iPhone arrived within 2 days in Excellent condition. I couldn't find the minor scratches mentioned in the description. Unlocked, as promised. Connected to T-Mobile as soon as I inserted my sim card. Activated phone and synced iTunes. I am very pleased with this purchase!",1.0
"BLU VIVO 5 Smartphone -5.5"" 4G LTE GSM Unlocked - 32GB +3GB RAM - Silver",BLU,199.95,4,It freezes alot... Comparing to the vivo xl it takes awful pictures with front Cam.. Other than those the Fone is beautiful and works well,1.0
BLU Studio C 5+5 Smartphone with Lollipop OS- US GSM Unlocked - White,BLU,94.99,3,Ok,0.0
LG Electronics LG G3 D855 16GB Unlocked Cell Phone - Unlocked (Titan),LG Electronics,249.0,3,i had an issue with it overheating.most likely just a defective phone. just returned instead of exchanged. process was super easy.,1.0
BLU Advance 4.0L Unlocked Smartphone -US GSM - White,BLU,47.97,5,Love this phone! came highly recommended. Have replaced a chip and will be using it more soon.Thanks. I am planning on purchasing another as gift.,0.0
"Samsung Galaxy Alpha G850a Unlocked Cellphone, 32GB, Dazzling White",Samsung,134.95,3,I do love my phone... but the battery life is AWFUL!,1.0
Sony Xperia Z5 E6653 3GB/32GB 23MP 5.2-inch 4G LTE Factory Unlocked (GOLD) - International Stock No Warranty,Sony,350.99,4,For my friend Diego!,0.0
Samsung Galaxy i537 S4 Active Unlocked Smart Phone - Urban Gray (No Warranty),Samsung,159.99,4,"Overall I'm really happy. I brought this unlocked AT&T phone over to Straight Talk under the BYOP program and for the most part, no issues. BUT, I did have one big problem upgrading from Kit Kat to Lollipop. The update kept failing and I had to bring it into Best Buy to get it to update. Now it solved other issues I was having (like it kept forgetting wifi passwords), but now its having GPS tracking problems. Also there is a lot of AT&T bloatware on this thing. My advice: Don't upgrade. Root, flash a custom rom that you like and get rid of all the bloatware.I've dropped this a bunch of times and the only thing that broke so far is the Samsung memory card (still pissed Samsung is dragging their butt with their warranty claim on this one).",1.0
Samsung Rugby 2 A847 Unlocked GSM Ruggedized Phone PTT GPS 3G,Samsung,39.24,5,"Love the phone but don't buy from Avianna, LLC.",0.0
Samsung Galaxy S4 SGH-I337 Unlocked GSM Smartphone w/ 13 MP Camera - Red (No Warranty),Samsung,288.89,2,It is not fully unlocked. You can use tethering in other network than AT-T,0.0
Moto G Plus (4th Gen.) Unlocked - Black - 16GB - U.S. Warranty,Motorola,249.0,1,"Not a good phone.When it gets hot it does not function. Also, the charging portIs frailand stopped working after three months and now the phone does not charge.This is a cheaply made phone and has a short shelf life.I am very dissatisfied with it. I was hoping to get a year out of it.",6.0
"Pantech Pocket P9060 Unlocked GSM Phone with Android 2.3 OS, Touchscreen, 5MP Camera, Video, GPS, Wi-Fi, SNS integration, MP3/MP4 Player and microSD Slot - Gray",,54.88,5,excelente cellphone,0.0
Samsung Galaxy Note II N7100 16GB Gray-Unlocked International Phone,,116.99,5,I bought this phone for my little sister.She lves to draw and i thought the Spen and all the awesome features this phone has are perfect for that. Well she Loves it. She has gotten a bunch off different apps for drawing and she uses it for homework or anything else she might need. The screen is perfect size for watching movies and shows. It makes me wanna trade in my gs3 for one of these.,0.0
"Motorola Moto X - 16GB, Unlocked Phone - US Warranty - Black",Motorola,89.99,5,"Quick, reliable phone",1.0
Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - Black.,Apple,124.95,5,Extremely fast shipping and great phone!,0.0
LG Xpression C395 Unlocked GSM Slider Cell Phone with Touchscreen + Full QWERTY Keyboard - Red,,179.99,5,"Need talk & text, but no smart phone? This is perfect! The price is right and no contract to tie you down...(and face it, you're not sure that the kid can be responsible about not losing it at this point either.) Anyhow, no worries about unlimited access to the internet here. I just didn't give her any data usage, and blocked the ability to send or receive photos. She can talk and text, which is all she ""needs.""Now, she is thrilled to have a phone because of all those ridiculous reasons she was coming up with that a 12 year old should need one, which seemed to include alien abduction. At least she was smart enough not to put ""But mom! All my friends have one!"" on the list of reasons!",3.0
Apple iPhone 6s 64 GB International Warranty Unlocked Cellphone - Retail Packaging (Space Gray),Apple,689.95,5,completely satisfied,0.0
Huawei U8833/Y300 Android 4.1 Dual Core 1.0GHz 4.0 inch WVGA,,99.0,4,exelente,0.0
Nokia Lumia 920 32GB Unlocked 4G LTE Windows Smartphone w/ PureView Technology 8MP Camera - Black,,163.57,5,It work very good. Thank you. I love Lumia 920 <3,0.0
"Samsung Galaxy S3 SCH-I535 Verizon Phone, 16GB, Marble White",Samsung,92.5,5,The phone was in excellent used condition. There were no scratches or anything. It was a good price compared to what I had been seeing even for refurbished phones.,0.0
Samsung Galaxy S5 G900V Verizon 4G LTE Smartphone w/ 16MP Camera - Black - Verizon,Samsung,219.0,3,The speaker phone doesn't work well!,1.0
"Motorola Moto X Developer GSM Edition Factory Unlocked Phone, 32GB, Black/Woven White",Moto X,235.0,4,Not much to say that has been said already. One of the best phones I have ever used. The phone is extremely efficient at multi tasking its OK for games when your in a waiting room. Its a really smooth experience. The only problems I have with it are. 1 I wish the screen was brighter in direct sunlight. To be fair no phone I have used ever passed that test though. 2 its half way into 2015 and still no Lollipop not to big of a deal but still. The camera is hit or miss. Somtimes it takes good pictures and sometimes it doesn't. If you fool with it you can get a decent photo but its not convenient like just flicking your wrist and snapping a shot. It should just be fluid as that no fooling around with where your standing because the auto HDR is crap. With those aside this is a great a phone very well made. I will probably get another moto x when the time co!es I really like this phone and what it has to offer so I will be sticking with the X line for awile.,0.0
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- Global GSM Unlocked - Grey,BLU,139.0,4,Good smartphone for the price I definitely will recommend it,0.0
"Apple iPhone 6 Plus 64GB Factory Unlocked GSM 4G LTE Smartphone, Gold (Certified Refurbished)",,449.99,1,Refurbished iPhone had at least one flaw,0.0
"Samsung Galaxy Exhibit 4G (T-Mobile), t679",Samsung,119.99,5,she love it..,0.0
HTC One M9 32GB Unlocked GSM 4G LTE Smartphone w/ 20MP Camera - Amber Gold,HTC,339.99,1,"I have 45 days with the HTC smartphone and is presenting a problem with the rear camera is not working. Check with HTC and they told me that the problem is hardware. And that I take to chcek it where I buy this smartphone. Please, I need a solution.",2.0
Samsung Galaxy Note II N7100 16GB Gray-Unlocked International Phone,,116.99,5,Thank u the phone it's excelled perfect to my business and my job so everything works good one more time thank u,0.0
Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty),Sony,199.99,5,"I bought this as a Christmas gift for my brother. He loves it. I'm glad it's waterproof and dustproof, as he can be kind of clumsy and forgetful at times. I bought an Xperia L two years ago from Amazon, while it still works just fine, it shows its age, and this one makes me want to get a newer one.",0.0
"HTC Z710E-WH Sensation Unlocked GSM Android Smartphone with 8 MP Camera, Wi-Fi and GPS - No Warranty - White",HTC,194.37,3,"This is a great phone! I really enjoy it's functionality and the extra features it has compared to the iPhone. Now I really like the phone but the seller I got it from didn't give an accurate description of what I was getting. He said it was going to be shipped in original packaging. It wasn't. And I didn't receive all the pieces. Then there was a not inside the packaging that said: ""Give me 5 stars. Everything is in perfect shape so give me the 5 stars I deserve."" I thought that was rather ridiculous. Other than that, love it.",0.0
BLU Vivo Selfie Smartphone - US GSM Unlocked - Black,BLU,102.56,4,Its a great cheap phone. Bought 3 as gifts for some relatives who do not require the latest and greatest. They are quite happy with it. I was surprised by the quality of the cameras. Great for the price.,0.0
"Samsung Galaxy G920F-S6 32GB Factory Unlocked 5.1"" - International Sourced Version - Black",Samsung,434.99,5,Great phone! A good mix of both android and apple... really good cell phone.,1.0
HTC MyTouch 4g Android Unlocked Phone (Black),htc,51.97,5,"Ross Cellular does an excellent job at taking care of customers' needs. After some adjustments, the product meets all expectations.",0.0
"Nokia E71x Unlocked Phone with QWERTY Keyboard, 3.2 MP Camera and Dual-Band 3G (Black)",Nokia,59.99,4,"I just bought this phone and its working good for me, its a great phone if u will use it for business or just because you like the phone, when i got the phone i was just wondering if the cellphone comes with the memory card because mine doesn't came with one but than everything its excellent with the product.",0.0
Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty),Sony,199.99,5,Very good,0.0
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- US GSM Unlocked - Silver,BLU,139.0,5,Holds a battery very well and can download tons of apps. Had no problems with phone and case is doable. Sometimes battery can get hot while charging but nothing major. Gold color causes people to assume I have an iPhone. Would recommend purchasing.,0.0
"Samsung Galaxy J1 (2016) Duos SM-J120H/DS 8GB Dual SIM Unlocked GSM Smartphone - International Version, No Warranty (Gold)",SAMSUNG,134.99,5,GREAT PHONE! GREAT VALUE!,0.0
Apple iPhone 5c 32GB (Pink) - AT&T,Apple,540.0,5,Love the phone!,0.0
CNPGD Watch Cell Phone Mobile Touch Screen Mp3 Mp4 Fm Radio (Black/Gold),CNPGD,29.99,2,It doesn't sink to my phone.,0.0
"Nokia Lumia 1020 32GB Unlocked GSM Phone w/ 41MP Camera 4.5"" - White - International Version, No Warranty",Nokia,296.0,4,excellent gadget.,0.0
"HTC Status ChaCha A810a Unlocked Phone with QWERTY Keyboard, 5MP Camera, Wi-Fi and GPS - US Warranty - Silver",HTC,269.1,5,excelente,0.0
HTC DROID INCREDIBLE ADR 6300 3G Android Phone Black (Verizon Wireless),HTC,29.99,1,Sucks it broke after a week!! Don't buy it! Cheap phone,0.0
"Motorola XT890 RAZR i Unlocked Android Smartphone with 8MP Camera, Wi-Fi, GPS, 4.3-Inch Screen, 2 GHz Processor, 8 GB Memory and MicroSD Slot - No Warranty - Black",Motorola,144.99,2,"Bought this phone a year ago, as my first non-BB smartphone. Worked pretty well over last year and was pretty satisfied with it overall.Things i didn't like:- Battery life started ok, but by 8-9months was struggling to get through a day without charging, and without being a heavy user (never used it for music, movies, streaming, games etc)- Disliked that you could not mark an SMS as unread (to deal with later), despite this being on my first Motorola phone close to 15years ago.- Disliked that you could not add/change the alarm and ring tones, leaving alarm (a key feature for me on a phone) as choice between mostly horrible, uninspiring and tinny electrical noisesThing i really didn't like:- 1 year and 2 weeks after purchase (eg: just after warranty ran out), phone completely died without any warning or previous problems. Phone randomly turned off, and i had a day with just a black screen. Now it boots as far as the Motorola logo, and stays there for hours. All my data/files that was not google-linked have been lost. I can get now get to the boot menu, but all options just return me to the motorola logo. Not happy.",4.0
Motorola Moto E (1st Generation) - Black - 4 GB - US GSM Unlocked Phone,Motorola,89.99,5,Support not support. After question support disconnected and you have to explain all your problems again. And i get moto e with problems.,0.0
X-shop 5.5-inch Unlocked White Lenovo A850 3g Smartphone-(960x540) Quad Core 4gb Mt6582m 1331mhz Android 4.2 Dual Camera +Dual SIM (Rooted + Google Play),,119.99,5,"Nice for the price, very big!",0.0
Sony Xperia ZL LTE C6506 Unlocked Android Phone - US Warranty - (Black),Sony,210.0,5,"Great phone - Very fast - I have other sony products and works great with my playstation and TV. Great buy, well worth the money.",0.0
"Samsung Galaxy S6 SM-G920F Factory Unlocked Cellphone, International Version, No Warranty 32GB, Gold",Samsung,416.99,5,I love it,0.0
Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,4,It's a great fone. Works with any career when it is unlocked. Nice feeling on hand. Iwill definitely recommend this product,
"Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)",,150.15,4,I bought this phone for my brother in pakistan he liked it very much it is good here in USA and out of the Country as well .,0.0
"Sony Xperia Z Ultra C6833 Black (Factory Unlocked) LTE 800/850/900/1700/1800/1900/2100/2600 , 3G 850/1900/1700/900/2100 - International Version No Warranty",,450.83,5,"C6833 Unlocked - International? So many different Xperia Z Ultra listings. I was afraid I would buy the wrong one. It arrived. I live in Boise, ID. I took my T-Mobile SIM card from my current phone and placed it in the Z Ultra. It came up! It took a few minutes for me to figure out how to SELECT PROVIDER and then even after that it seems like 30 minutes passed before I could figure out how to turn on DATA. Anyway, I got it figure out - IT WORKS! Using LTE (little symbol above reception bars says so). I installed OOKLA's Speed Test and got 69Mb/s download! I can't get that all the time. Maybe a fluke. I have exceeded 50 a couple times and always get more than 20. Point is, it IS USING THE LTE NETWORK!! Very happy with the feel. IT IS HUGE! Very nice display. Found some newsgroups that say it will be upgraded to Lollipop (Android 5.0). Currently has 4.4.4 and works great. Ordered some charging cradles/docs here on Amazon for the Z-Ultra. They were only $20. That way I won't need to peel back the waterproof cover over the USB port each night when I charge. I have only had it a few days, but the charge has lasted all day without getting low (stayed above 50%). And because it is new, I am always fiddling, so pretty good battery. Very happy! Works with T-Mobile!",4.0
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,5,excelent product 100 % recomend,0.0
Samsung Galaxy Note II N7100 16GB White-Unlocked International Phone,Samsung,618.3,4,I like this phone,0.0
"BLU WIN JR - 4.0"" Windows Smartphone - Global GSM Unlocked - Orange",BLU,50.74,5,1st Windows phone and I like it alot. Don't like the WLAN for a hotspot though.,0.0
Blackberry Q10 SQN100-3 16GB 4G LTE Unlocked GSM OS 10 Phone - White/Gold,Blackberry,269.1,1,"Not a new phone.RenovationI hope to help you.From the exterior view is very goodPlease see me to upload pictures, I was the September purchase of mobile phone, but in June the system folder",5.0
BLU Studio 5.0 C HD Smartphone - Unlocked - Yellow,BLU,2000.0,5,Product of very good quality.,0.0
OtterBox Iphone 5/5S/SE Defender Case w/ Drop and Dust Proctection - Realtree AP Pink,OtterBox,6.99,5,Great case! Its been awhile now since I've been using this case and it has not broken. My phone is still in great shape.,0.0
"OtterBox Protective Defender Case for Apple iPhone 5, iPhone 5s, and iPhone SE - White/Pink (Retail Packaging)",OtterBox,27.49,5,"The Defender is well-made with a very good fit my iPhone 5s. The port covers provide good protection but can be a nuisance to peel back for access and tend to roll the silicone case away from the phone. Since the case is not fully sealed anyway, I just cut mine off and have been quite happy with it. As others have mentioned, the case is a bit large but it provides excellent protection and I don't have trouble getting it into pants pockets.",0.0
Apple Smart Watch Sport 38mm - Stainless Steel/White (Certified Refurbished),Apple,269.99,5,Perfect only thing is the color I wanted black,0.0
Apple iPhone 6s 64 GB International Warranty Unlocked Cellphone - Retail Packaging (Space Gray),Apple,689.95,1,The iPhone is locked not as you described .,
Motorola V860 Barrage Verizon Wireless MIL-SPEC Rugged 2MP Cell Phone (No Contract),,102.0,5,"This a great basic replacement phone for my mother, who did not want to be bound/enslaved to a two year contract.",0.0
Apple iPhone 6 128GB Silver AT&T,Apple,599.95,2,"Having purchased what was advertised as a new iPhone i was pretty shocked when I opened the box and found a filthy, greasy mess. This phone was not new and had been handled by someone eating fried chicken or similar. The protective cover had been removed and poorly replaced complete with greasy fingerprints. Disgusting !",7.0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS - Black",BLU,92.86,5,Very nice phone. Great sound.,1.0
"POSH Titan HD E500a - 5.0"" HD, 4G, Android 4.4 Kit Kat, Octa-core, 8GB , 13MP Camera, Ultra Slim, Dual Sim Smartphone (Black)",Posh Mobile,91.91,2,"Great phone for the price, minus the fact that the the phone will die after 2 hours of use. I have had the phone for under 3 months now, and now the phone is completely useless. Save your money and buy a name brand phone because finding replacement parts for this phone is impossible.",0.0
Sony Xperia ZR C5502 Unlocked GSM IP58-Certified WaterProof Smartphone w/ 13MP Camera and Dust Resistant - White,Sony,129.95,4,"Great build, fantastic camera, the phone battery lasts up to 3 days in stamina mode with light usage (calls + e-mails), plus waterproofing!Really liked Sony customizations on android.On cons side: - screen seems to have no antistatic coating so it attracts lot of dust. - loudspeaker is really weak with awful audio quality, my guess it's due to the waterproofing. - kinda plastic feel, it's all plastic, lacks ""substantial"" feel",0.0
